invoiceno,stockcode,quantity,invoicedate,customerid
537262,20685,1,2010-12-06 11:26:00.000000,15039
539112,21721,12,2010-12-16 11:15:00.000000,13468
541596,22951,3,2011-01-19 16:19:00.000000,17602
539215,21031,1,2010-12-16 12:42:00.000000,15574
540823,85184C,48,2011-01-11 13:26:00.000000,15569
538855,21558,6,2010-12-14 13:50:00.000000,16503
540402,22674,24,2011-01-07 09:31:00.000000,16567
537034,21843,2,2010-12-03 17:20:00.000000,13081
540414,22328,6,2011-01-07 10:32:00.000000,12481
540999,37327,48,2011-01-13 10:08:00.000000,13694
541107,85118,36,2011-01-13 14:55:00.000000,17744
537688,21326,24,2010-12-08 10:35:00.000000,17406
538849,21802,36,2010-12-14 13:31:00.000000,14415
537395,21100,1,2010-12-06 14:05:00.000000,15356
541649,22466,12,2011-01-20 11:39:00.000000,17418
C540006,84352,-1,2011-01-04 10:48:00.000000,14606
540816,22729,2,2011-01-11 12:55:00.000000,15518
538714,22783,1,2010-12-14 11:01:00.000000,14524
541522,22173,8,2011-01-19 09:54:00.000000,17419
541660,21908,4,2011-01-20 12:20:00.000000,17787
541086,84997C,6,2011-01-13 12:32:00.000000,16503
538449,37449,1,2010-12-12 12:24:00.000000,17085
539324,21284,1,2010-12-16 19:51:00.000000,14985
539196,72807A,4,2010-12-16 12:09:00.000000,18055
539607,20750,4,2010-12-20 14:10:00.000000,12681
540021,21673,1,2011-01-04 12:51:00.000000,17841
541483,21109,2,2011-01-18 12:40:00.000000,15395
540374,22382,20,2011-01-06 17:19:00.000000,15845
539725,22082,5,2010-12-21 13:58:00.000000,17211
540098,84032B,1,2011-01-04 15:50:00.000000,16241
539225,21055,6,2010-12-16 13:02:00.000000,15379
537889,22922,12,2010-12-09 10:04:00.000000,13319
C540393,71477,-1,2011-01-06 18:08:00.000000,17428
538827,18098C,12,2010-12-14 12:59:00.000000,14298
540493,84879,24,2011-01-07 16:34:00.000000,14867
540316,22423,1,2011-01-06 13:00:00.000000,16676
541485,21356,1,2011-01-18 13:05:00.000000,18118
540163,85131A,12,2011-01-05 11:52:00.000000,13089
538868,22960,6,2010-12-14 14:42:00.000000,17017
538371,85199S,7,2010-12-12 11:07:00.000000,15570
540098,21621,1,2011-01-04 15:50:00.000000,16241
538855,22326,6,2010-12-14 13:50:00.000000,16503
540411,22955,12,2011-01-07 10:24:00.000000,16551
541269,22635,2,2011-01-17 11:01:00.000000,12626
540458,21539,3,2011-01-07 12:28:00.000000,12501
538178,22649,8,2010-12-10 09:51:00.000000,17696
537405,82484,3,2010-12-06 14:51:00.000000,17841
538418,22294,4,2010-12-12 12:00:00.000000,17372
539261,85025C,12,2010-12-16 14:34:00.000000,15620
537384,22086,6,2010-12-06 13:21:00.000000,15984
539411,21363,3,2010-12-17 13:29:00.000000,14243
539442,22300,6,2010-12-17 15:39:00.000000,16558
538146,21539,6,2010-12-09 16:10:00.000000,15596
539002,22679,1,2010-12-15 12:30:00.000000,14527
541371,22623,3,2011-01-17 14:51:00.000000,13983
536408,22537,24,2010-12-01 11:41:00.000000,14307
537829,85099B,30,2010-12-08 14:46:00.000000,15498
538369,22733,5,2010-12-12 11:06:00.000000,17251
537405,21930,1,2010-12-06 14:51:00.000000,17841
538707,85123A,5,2010-12-14 10:38:00.000000,17894
538003,22326,12,2010-12-09 12:05:00.000000,12429
540021,82600,1,2011-01-04 12:51:00.000000,17841
537144,22100,1,2010-12-05 13:00:00.000000,15880
541115,21844,12,2011-01-13 15:34:00.000000,12578
540455,22326,18,2011-01-07 12:07:00.000000,12583
538710,22782,4,2010-12-14 10:48:00.000000,18075
541021,22849,4,2011-01-13 12:03:00.000000,13093
538449,21232,6,2010-12-12 12:24:00.000000,17085
537772,21080,2,2010-12-08 12:35:00.000000,18043
541223,22746,1,2011-01-14 14:39:00.000000,17954
538826,20846,20,2010-12-14 12:58:00.000000,12370
539281,22487,2,2010-12-16 15:45:00.000000,18176
538638,21818,1,2010-12-13 14:16:00.000000,17231
537618,17038,100,2010-12-07 13:50:00.000000,15061
540523,21355,12,2011-01-09 12:51:00.000000,13069
540240,85174,16,2011-01-05 15:09:00.000000,17585
541094,22469,20,2011-01-13 13:36:00.000000,13246
540397,84849A,1,2011-01-06 18:57:00.000000,13187
539212,85150,6,2010-12-16 12:20:00.000000,17146
540855,21154,20,2011-01-12 10:14:00.000000,16353
537199,22197,1,2010-12-05 14:06:00.000000,15894
538311,85099B,10,2010-12-10 13:48:00.000000,12785
538201,21744,4,2010-12-10 11:12:00.000000,15723
536533,22740,48,2010-12-01 13:31:00.000000,16955
538951,21466,2,2010-12-15 11:26:00.000000,16782
540604,22113,4,2011-01-10 11:38:00.000000,15326
541285,22178,96,2011-01-17 12:45:00.000000,13001
537793,21929,100,2010-12-08 12:57:00.000000,15032
541265,22383,2,2011-01-16 16:23:00.000000,17609
540372,22722,4,2011-01-06 16:41:00.000000,13081
539464,22961,6,2010-12-19 11:35:00.000000,17913
538205,22316,1,2010-12-10 11:24:00.000000,12748
538008,22705,25,2010-12-09 12:17:00.000000,12683
537212,21238,8,2010-12-05 15:21:00.000000,12720
537604,21843,24,2010-12-07 13:01:00.000000,13488
539607,22197,24,2010-12-20 14:10:00.000000,12681
540405,21212,120,2011-01-07 09:50:00.000000,14828
538826,20961,10,2010-12-14 12:58:00.000000,12370
541206,22331,144,2011-01-14 12:24:00.000000,14646
537212,22149,6,2010-12-05 15:21:00.000000,12720
541120,22585,12,2011-01-14 09:13:00.000000,12490
540838,85059,8,2011-01-11 15:13:00.000000,13862
539731,22629,128,2010-12-21 15:05:00.000000,14646
537354,20726,2,2010-12-06 12:23:00.000000,12748
539044,84030E,4,2010-12-15 15:47:00.000000,15727
538163,20961,3,2010-12-09 17:27:00.000000,17841
540414,21981,24,2011-01-07 10:32:00.000000,12481
541281,47504K,1,2011-01-17 11:59:00.000000,17988
C537860,22295,-12,2010-12-08 16:15:00.000000,16252
538053,20914,32,2010-12-09 13:34:00.000000,15856
539250,85036C,12,2010-12-16 13:44:00.000000,15157
536993,20828,1,2010-12-03 15:19:00.000000,14396
538504,22694,4,2010-12-12 13:01:00.000000,16011
536595,22694,5,2010-12-01 17:24:00.000000,13576
538040,21928,1,2010-12-09 13:08:00.000000,16520
539321,22236,1,2010-12-16 19:19:00.000000,14723
537144,22952,2,2010-12-05 13:00:00.000000,15880
538296,21136,8,2010-12-10 13:06:00.000000,13148
537224,22800,4,2010-12-05 16:24:00.000000,13174
538364,21647,1,2010-12-10 17:26:00.000000,14448
540968,84988,4,2011-01-12 13:40:00.000000,17338
536401,84030E,1,2010-12-01 11:21:00.000000,15862
536974,22352,12,2010-12-03 13:59:00.000000,12682
538836,79403,1,2010-12-14 13:09:00.000000,12748
541238,22837,2,2011-01-16 10:42:00.000000,16746
541436,22241,12,2011-01-18 10:41:00.000000,15291
537626,21171,12,2010-12-07 14:57:00.000000,12347
537463,POST,4,2010-12-07 10:08:00.000000,12681
538508,22111,2,2010-12-12 13:32:00.000000,15998
540239,22904,6,2011-01-05 14:48:00.000000,12682
537769,22834,1,2010-12-08 12:17:00.000000,15021
537385,22296,8,2010-12-06 13:22:00.000000,14487
540187,21726,12,2011-01-05 13:53:00.000000,15358
539459,21481,5,2010-12-17 17:33:00.000000,12839
537888,84993A,24,2010-12-09 10:04:00.000000,15358
539106,22625,12,2010-12-16 10:51:00.000000,16705
541206,22489,288,2011-01-14 12:24:00.000000,14646
536409,85116,5,2010-12-01 11:45:00.000000,17908
540473,21154,2,2011-01-07 14:31:00.000000,17284
537081,20682,6,2010-12-05 12:00:00.000000,15332
537059,22834,4,2010-12-05 11:54:00.000000,14813
537669,22969,12,2010-12-08 08:58:00.000000,16863
541590,22236,1,2011-01-19 14:50:00.000000,13310
539225,82578,12,2010-12-16 13:02:00.000000,15379
539082,22937,6,2010-12-16 09:22:00.000000,13317
540458,21242,8,2011-01-07 12:28:00.000000,12501
540268,21929,10,2011-01-06 11:25:00.000000,13458
539324,22535,1,2010-12-16 19:51:00.000000,14985
538035,22575,6,2010-12-09 13:03:00.000000,16065
538421,21739,1,2010-12-12 12:08:00.000000,17917
539988,21547,2,2010-12-23 16:06:00.000000,18116
539046,21326,72,2010-12-15 15:50:00.000000,17980
537764,21034,4,2010-12-08 12:06:00.000000,16893
537225,37327,6,2010-12-05 16:41:00.000000,12748
536412,21448,2,2010-12-01 11:49:00.000000,17920
537754,37449,2,2010-12-08 11:16:00.000000,16081
541223,21947,2,2011-01-14 14:39:00.000000,17954
539488,22540,24,2010-12-20 09:37:00.000000,12377
C540307,22094,-12,2011-01-06 12:58:00.000000,15823
538593,21704,12,2010-12-13 11:51:00.000000,16701
540840,22855,12,2011-01-11 15:42:00.000000,16235
540640,20713,3,2011-01-10 12:36:00.000000,14527
539728,22652,10,2010-12-21 14:26:00.000000,16270
539501,22115,2,2010-12-20 11:08:00.000000,17085
540691,21673,12,2011-01-11 08:50:00.000000,17450
541206,84992,120,2011-01-14 12:24:00.000000,14646
537830,22086,5,2010-12-08 14:46:00.000000,13649
538363,21942,12,2010-12-10 17:14:00.000000,18016
538371,82483,2,2010-12-12 11:07:00.000000,15570
540176,21242,96,2011-01-05 12:40:00.000000,17511
540943,82484,1,2011-01-12 12:31:00.000000,17841
539836,84536A,2,2010-12-22 13:46:00.000000,17894
537624,22415,1,2010-12-07 14:41:00.000000,12748
536974,22659,12,2010-12-03 13:59:00.000000,12682
538995,21668,12,2010-12-15 12:05:00.000000,13458
541251,21034,2,2011-01-16 13:25:00.000000,15046
540509,20992,5,2011-01-09 11:27:00.000000,14800
538437,21232,2,2010-12-12 12:18:00.000000,16010
536977,84029E,1,2010-12-03 14:18:00.000000,17954
537773,21485,1,2010-12-08 12:36:00.000000,16016
537136,22694,1,2010-12-05 12:42:00.000000,12748
541518,20717,20,2011-01-19 09:05:00.000000,12451
537196,85130A,2,2010-12-05 13:55:00.000000,15426
541596,21733,6,2011-01-19 16:19:00.000000,17602
540939,22467,1,2011-01-12 12:10:00.000000,15061
538419,22672,1,2010-12-12 12:01:00.000000,16367
537391,22953,4,2010-12-06 13:53:00.000000,16550
540032,22722,8,2011-01-04 13:50:00.000000,13397
539255,21725,12,2010-12-16 14:26:00.000000,16316
538312,84347,1,2010-12-10 13:48:00.000000,16727
540357,48194,10,2011-01-06 15:14:00.000000,13093
538849,22199,3,2010-12-14 13:31:00.000000,14415
539044,22851,8,2010-12-15 15:47:00.000000,15727
538191,21212,120,2010-12-10 10:49:00.000000,15061
537376,16156S,25,2010-12-06 12:59:00.000000,16722
540459,22727,12,2011-01-07 12:35:00.000000,16191
541596,72349B,2,2011-01-19 16:19:00.000000,17602
538040,22548,3,2010-12-09 13:08:00.000000,16520
541086,22468,2,2011-01-13 12:32:00.000000,16503
540185,22361,1,2011-01-05 13:40:00.000000,14653
538517,18098C,5,2010-12-12 16:05:00.000000,17618
537457,21527,12,2010-12-07 09:51:00.000000,17511
541256,22188,2,2011-01-16 14:36:00.000000,13048
537955,22423,2,2010-12-09 11:28:00.000000,16782
537374,20984,1,2010-12-06 12:55:00.000000,17259
537208,21401,5,2010-12-05 15:12:00.000000,15889
539982,82600,3,2010-12-23 14:40:00.000000,15311
538662,85034C,24,2010-12-13 15:44:00.000000,15159
536988,20749,1,2010-12-03 15:05:00.000000,17238
541684,22191,2,2011-01-20 15:22:00.000000,15498
538003,22914,6,2010-12-09 12:05:00.000000,12429
C539569,21781,-1,2010-12-20 12:01:00.000000,17204
537400,21390,6,2010-12-06 14:36:00.000000,17191
537463,22908,12,2010-12-07 10:08:00.000000,12681
540520,22720,1,2011-01-09 12:31:00.000000,17555
539610,47566,1,2010-12-20 14:33:00.000000,14606
541681,22554,12,2011-01-20 14:24:00.000000,13008
538858,84991,120,2010-12-14 13:58:00.000000,16553
538312,21494,4,2010-12-10 13:48:00.000000,16727
540698,22853,16,2011-01-11 09:24:00.000000,17450
541596,22748,3,2011-01-19 16:19:00.000000,17602
540374,22198,24,2011-01-06 17:19:00.000000,15845
537646,22837,1,2010-12-07 15:39:00.000000,17591
538069,85172,16,2010-12-09 14:08:00.000000,16795
537131,22576,48,2010-12-05 12:26:00.000000,15716
540838,22917,12,2011-01-11 15:13:00.000000,13862
541604,22113,1,2011-01-19 17:23:00.000000,14572
537826,85136A,2,2010-12-08 14:38:00.000000,15581
537224,22589,6,2010-12-05 16:24:00.000000,13174
538192,48116,20,2010-12-10 10:50:00.000000,15061
537138,22745,2,2010-12-05 12:44:00.000000,17211
539579,20682,2,2010-12-20 12:51:00.000000,16713
540473,16236,3,2011-01-07 14:31:00.000000,17284
540531,20750,1,2011-01-09 14:03:00.000000,16549
538853,84378,2,2010-12-14 13:35:00.000000,16805
540157,84509A,1,2011-01-05 11:41:00.000000,15311
538378,21137,1,2010-12-12 11:26:00.000000,14577
541596,22804,9,2011-01-19 16:19:00.000000,17602
541003,85099F,10,2011-01-13 10:35:00.000000,15835
C540400,21260,-3,2011-01-07 09:25:00.000000,16150
539404,21260,1,2010-12-17 12:24:00.000000,17315
540813,20984,3,2011-01-11 12:41:00.000000,14669
539325,84823,2,2010-12-17 08:20:00.000000,13004
C540417,47566B,-50,2011-01-07 10:56:00.000000,13680
541214,22431,6,2011-01-14 13:41:00.000000,15570
538635,21733,5,2010-12-13 13:32:00.000000,17303
536531,22730,9,2010-12-01 13:23:00.000000,15485
537415,22855,12,2010-12-06 15:09:00.000000,16654
541004,22768,2,2011-01-13 10:35:00.000000,18190
540031,21114,5,2011-01-04 13:50:00.000000,17975
540387,22175,6,2011-01-06 17:58:00.000000,16306
540185,22554,2,2011-01-05 13:40:00.000000,14653
541428,22855,12,2011-01-18 08:53:00.000000,14242
538597,20975,12,2010-12-13 12:26:00.000000,15555
538255,47567B,12,2010-12-10 12:33:00.000000,14911
539185,21393,1,2010-12-16 11:53:00.000000,16470
541289,22303,4,2011-01-17 13:23:00.000000,14606
C540381,22962,-1,2011-01-06 17:37:00.000000,16705
538040,22945,6,2010-12-09 13:08:00.000000,16520
541510,22778,1,2011-01-18 16:39:00.000000,14428
539017,22722,4,2010-12-15 13:50:00.000000,13418
540957,21244,4,2011-01-12 13:30:00.000000,15311
541111,22666,6,2011-01-13 15:13:00.000000,15687
540122,22473,40,2011-01-05 10:39:00.000000,13694
540157,20750,1,2011-01-05 11:41:00.000000,15311
540539,22488,12,2011-01-09 14:42:00.000000,18260
539262,84821,24,2010-12-16 14:35:00.000000,15789
540512,82581,1,2011-01-09 11:39:00.000000,17114
538163,22365,1,2010-12-09 17:27:00.000000,17841
540163,21422,16,2011-01-05 11:52:00.000000,13089
537374,20828,1,2010-12-06 12:55:00.000000,17259
541215,21479,4,2011-01-14 13:42:00.000000,14329
540122,22510,40,2011-01-05 10:39:00.000000,13694
541003,22149,6,2011-01-13 10:35:00.000000,15835
541213,22029,12,2011-01-14 13:28:00.000000,15033
541316,85123A,18,2011-01-17 14:27:00.000000,13209
536540,21891,12,2010-12-01 14:05:00.000000,14911
538593,22710,50,2010-12-13 11:51:00.000000,16701
539642,15056BL,2,2010-12-20 15:35:00.000000,15867
540525,21931,10,2011-01-09 13:02:00.000000,16833
538163,20971,1,2010-12-09 17:27:00.000000,17841
538361,22812,4,2010-12-10 16:36:00.000000,17757
538635,22573,7,2010-12-13 13:32:00.000000,17303
538537,85062,12,2010-12-13 10:41:00.000000,12747
538378,84032A,4,2010-12-12 11:26:00.000000,14577
538040,21790,2,2010-12-09 13:08:00.000000,16520
539002,22677,1,2010-12-15 12:30:00.000000,14527
540460,22754,12,2011-01-07 12:44:00.000000,15607
537231,71477,4,2010-12-06 09:21:00.000000,13652
537822,22072,4,2010-12-08 14:22:00.000000,13523
541269,21889,12,2011-01-17 11:01:00.000000,12626
540509,22631,2,2011-01-09 11:27:00.000000,14800
540545,21985,24,2011-01-09 15:35:00.000000,13451
540163,22984,12,2011-01-05 11:52:00.000000,13089
538070,22300,6,2010-12-09 14:08:00.000000,16519
537808,20906,1,2010-12-08 13:23:00.000000,15311
540247,22839,1,2011-01-05 15:56:00.000000,15464
541288,22169,2,2011-01-17 13:21:00.000000,14525
539243,84029G,1,2010-12-16 13:21:00.000000,18116
536582,22534,24,2010-12-01 16:21:00.000000,12947
536464,22082,5,2010-12-01 12:23:00.000000,17968
540994,22085,6,2011-01-13 09:29:00.000000,13089
538248,22851,1,2010-12-10 12:14:00.000000,18116
537397,22755,12,2010-12-06 14:19:00.000000,16817
539002,21802,2,2010-12-15 12:30:00.000000,14527
536597,40001,4,2010-12-01 17:35:00.000000,18011
537224,70006,1,2010-12-05 16:24:00.000000,13174
539247,15056N,1,2010-12-16 13:33:00.000000,15311
541282,22199,2,2011-01-17 12:31:00.000000,17690
539353,85174,4,2010-12-17 11:30:00.000000,12782
540247,21411,2,2011-01-05 15:56:00.000000,15464
538201,22759,1,2010-12-10 11:12:00.000000,15723
536532,22197,72,2010-12-01 13:24:00.000000,12433
540994,84520B,12,2011-01-13 09:29:00.000000,13089
540404,22382,10,2011-01-07 09:40:00.000000,12947
536522,22107,2,2010-12-01 12:49:00.000000,15012
538895,85180A,12,2010-12-15 09:07:00.000000,14401
540453,22817,12,2011-01-07 11:54:00.000000,13426
538170,85232B,2,2010-12-09 19:32:00.000000,13969
538449,22855,6,2010-12-12 12:24:00.000000,17085
536890,17091J,72,2010-12-03 11:48:00.000000,14156
541286,21531,1,2011-01-17 13:08:00.000000,13982
538201,22906,1,2010-12-10 11:12:00.000000,15723
541648,21061,3,2011-01-20 11:15:00.000000,17811
538080,22604,6,2010-12-09 14:28:00.000000,17646
540536,22681,3,2011-01-09 14:21:00.000000,17757
539473,22570,4,2010-12-19 14:24:00.000000,14911
539044,22835,4,2010-12-15 15:47:00.000000,15727
538015,85230G,24,2010-12-09 12:49:00.000000,13240
541262,21733,1,2011-01-16 15:50:00.000000,18069
538714,37449,1,2010-12-14 11:01:00.000000,14524
539317,21981,1,2010-12-16 19:04:00.000000,17392
540840,84792,4,2011-01-11 15:42:00.000000,16235
537418,22633,2,2010-12-06 15:13:00.000000,17884
540552,22295,12,2011-01-10 09:44:00.000000,16350
536464,22809,1,2010-12-01 12:23:00.000000,17968
541659,22171,2,2011-01-20 12:16:00.000000,15262
538518,22460,6,2010-12-12 16:14:00.000000,14505
537254,85049C,1,2010-12-06 11:01:00.000000,15898
541268,84879,8,2011-01-17 10:52:00.000000,12872
538525,22030,12,2010-12-13 09:39:00.000000,12540
537199,22866,1,2010-12-05 14:06:00.000000,15894
541574,20719,10,2011-01-19 12:52:00.000000,12826
537603,85062,24,2010-12-07 12:49:00.000000,14673
540521,22892,12,2011-01-09 12:46:00.000000,12651
538831,22759,12,2010-12-14 13:02:00.000000,18144
538841,48173C,5,2010-12-14 13:11:00.000000,16899
541138,84997D,6,2011-01-14 10:42:00.000000,12553
538808,22711,25,2010-12-14 12:11:00.000000,14057
538652,79190B,6,2010-12-13 15:12:00.000000,17890
538814,22525,1,2010-12-14 12:30:00.000000,15983
538171,22417,3,2010-12-09 20:01:00.000000,17530
541567,22437,20,2011-01-19 11:51:00.000000,12681
540149,21975,24,2011-01-05 11:00:00.000000,12921
539497,20975,24,2010-12-20 10:41:00.000000,12944
540947,22456,18,2011-01-12 12:43:00.000000,15939
540642,22976,24,2011-01-10 13:22:00.000000,12681
539468,21484,4,2010-12-19 13:31:00.000000,15044
537332,85123A,24,2010-12-06 11:58:00.000000,14344
538202,84820,2,2010-12-10 11:19:00.000000,14667
540803,84030E,1,2011-01-11 12:30:00.000000,14669
537567,21867,1,2010-12-07 11:59:00.000000,18119
538076,21872,2,2010-12-09 14:15:00.000000,15311
539338,22756,12,2010-12-17 10:54:00.000000,17404
539474,70006,1,2010-12-19 14:27:00.000000,15581
540115,85194S,24,2011-01-05 09:51:00.000000,15235
540984,72807A,2,2011-01-12 15:44:00.000000,14167
537484,21843,6,2010-12-07 11:30:00.000000,14733
540566,21975,3,2011-01-10 10:58:00.000000,17811
538523,22910,12,2010-12-13 09:29:00.000000,13198
539501,22670,3,2010-12-20 11:08:00.000000,17085
537604,22515,6,2010-12-07 13:01:00.000000,13488
537138,21733,3,2010-12-05 12:44:00.000000,17211
536540,22150,12,2010-12-01 14:05:00.000000,14911
540641,22297,24,2011-01-10 13:20:00.000000,16497
537757,21908,12,2010-12-08 11:38:00.000000,17975
540269,22730,4,2011-01-06 11:39:00.000000,14135
540794,84978,12,2011-01-11 11:54:00.000000,16034
540541,21314,8,2011-01-09 15:13:00.000000,15799
541489,48129,2,2011-01-18 13:38:00.000000,15023
537192,21106,1,2010-12-05 13:42:00.000000,16402
540361,22364,24,2011-01-06 15:41:00.000000,13408
539865,82001S,24,2010-12-23 09:59:00.000000,15587
538421,21711,2,2010-12-12 12:08:00.000000,17917
540458,84744,12,2011-01-07 12:28:00.000000,12501
C539599,22810,-6,2010-12-20 13:55:00.000000,17951
538417,20728,3,2010-12-12 11:54:00.000000,16393
539461,72801G,12,2010-12-19 10:21:00.000000,17243
538518,21014,1,2010-12-12 16:14:00.000000,14505
539075,22109,5,2010-12-15 17:28:00.000000,17189
541258,21485,2,2011-01-16 15:30:00.000000,13634
536367,48187,4,2010-12-01 08:34:00.000000,13047
540372,22569,8,2011-01-06 16:41:00.000000,13081
538525,22553,24,2010-12-13 09:39:00.000000,12540
537224,22833,1,2010-12-05 16:24:00.000000,13174
540023,21240,8,2011-01-04 12:58:00.000000,15039
539303,22988,24,2010-12-16 17:34:00.000000,16684
538508,22752,3,2010-12-12 13:32:00.000000,15998
540501,22264,48,2011-01-09 10:43:00.000000,13162
540469,22083,6,2011-01-07 14:04:00.000000,12484
537224,21899,2,2010-12-05 16:24:00.000000,13174
540167,85035B,12,2011-01-05 12:13:00.000000,16600
539050,21030,1,2010-12-15 16:21:00.000000,12577
539041,18098C,4,2010-12-15 15:34:00.000000,15456
539322,22519,2,2010-12-16 19:22:00.000000,14713
536409,21065,1,2010-12-01 11:45:00.000000,17908
541602,82582,1,2011-01-19 17:17:00.000000,17231
538057,79067,4,2010-12-09 13:38:00.000000,13102
539978,21198,48,2010-12-23 14:06:00.000000,13165
537262,22644,1,2010-12-06 11:26:00.000000,15039
540351,10125,20,2011-01-06 14:26:00.000000,12735
540635,22855,12,2011-01-10 12:03:00.000000,14229
539261,22792,12,2010-12-16 14:34:00.000000,15620
537208,84597C,1,2010-12-05 15:12:00.000000,15889
539046,21192,5,2010-12-15 15:50:00.000000,17980
538626,72799E,2,2010-12-13 12:57:00.000000,17338
540834,22782,8,2011-01-11 14:50:00.000000,14733
539654,22413,12,2010-12-20 17:05:00.000000,17340
541684,21733,1,2011-01-20 15:22:00.000000,15498
537655,18097C,6,2010-12-07 16:20:00.000000,15081
540545,21355,3,2011-01-09 15:35:00.000000,13451
537362,22557,3,2010-12-06 12:34:00.000000,17596
539653,22423,2,2010-12-20 16:50:00.000000,13564
541413,22534,4,2011-01-17 16:14:00.000000,13859
541214,22776,1,2011-01-14 13:41:00.000000,15570
538035,22663,1,2010-12-09 13:03:00.000000,16065
537257,22961,12,2010-12-06 11:10:00.000000,17691
537346,22154,48,2010-12-06 12:21:00.000000,15301
539764,84692,50,2010-12-22 11:07:00.000000,14533
537421,22568,1,2010-12-06 15:25:00.000000,17218
537859,22110,1,2010-12-08 16:11:00.000000,14030
539725,48188,1,2010-12-21 13:58:00.000000,17211
537418,21889,1,2010-12-06 15:13:00.000000,17884
541280,47481,12,2011-01-17 11:57:00.000000,15296
540692,10125,20,2011-01-11 09:12:00.000000,14320
541139,22385,10,2011-01-14 11:05:00.000000,15213
540469,22196,4,2011-01-07 14:04:00.000000,12484
541220,22203,1,2011-01-14 14:11:00.000000,14156
537868,22553,24,2010-12-08 16:49:00.000000,12433
538296,85114A,6,2010-12-10 13:06:00.000000,13148
539444,22853,6,2010-12-17 15:52:00.000000,14146
538171,22551,4,2010-12-09 20:01:00.000000,17530
540546,21485,6,2011-01-09 15:56:00.000000,12766
536976,85123A,7,2010-12-03 14:18:00.000000,14723
541590,21533,3,2011-01-19 14:50:00.000000,13310
537418,22925,1,2010-12-06 15:13:00.000000,17884
538998,20719,20,2010-12-15 12:08:00.000000,15061
541265,22469,3,2011-01-16 16:23:00.000000,17609
538638,22535,1,2010-12-13 14:16:00.000000,17231
537128,22573,20,2010-12-05 12:15:00.000000,12841
537153,21696,6,2010-12-05 13:03:00.000000,16718
540662,22726,8,2011-01-10 15:16:00.000000,13767
541279,85150,12,2011-01-17 11:55:00.000000,18223
536477,22595,144,2010-12-01 12:27:00.000000,16210
537126,84536A,1,2010-12-05 12:13:00.000000,18118
537022,21287,12,2010-12-03 15:45:00.000000,12725
538667,21034,2,2010-12-13 16:01:00.000000,12748
541266,22899,7,2011-01-16 16:25:00.000000,15673
537764,22910,1,2010-12-08 12:06:00.000000,16893
538576,22558,2,2010-12-13 11:29:00.000000,14498
540543,22074,5,2011-01-09 15:23:00.000000,14395
540469,22751,2,2011-01-07 14:04:00.000000,12484
541139,22961,12,2011-01-14 11:05:00.000000,15213
536412,21706,1,2010-12-01 11:49:00.000000,17920
538106,22403,1,2010-12-09 15:20:00.000000,17950
538069,22153,6,2010-12-09 14:08:00.000000,16795
537141,22083,3,2010-12-05 12:57:00.000000,15570
537241,22637,8,2010-12-06 10:18:00.000000,14293
C537834,21314,-1,2010-12-08 14:54:00.000000,13267
538515,21912,36,2010-12-12 14:43:00.000000,17937
537034,21731,24,2010-12-03 17:20:00.000000,13081
538529,82482,6,2010-12-13 10:24:00.000000,14290
541215,22196,12,2011-01-14 13:42:00.000000,14329
537370,22454,4,2010-12-06 12:44:00.000000,13155
538163,22551,1,2010-12-09 17:27:00.000000,17841
536599,84945,36,2010-12-02 07:49:00.000000,15694
C537805,85047,-1,2010-12-08 13:18:00.000000,15311
539007,22092,2,2010-12-15 13:00:00.000000,17894
539488,22301,12,2010-12-20 09:37:00.000000,12377
541518,22474,3,2011-01-19 09:05:00.000000,12451
538992,22113,5,2010-12-15 11:56:00.000000,15950
539053,47567B,1,2010-12-15 16:32:00.000000,16725
540856,22931,6,2011-01-12 10:16:00.000000,16655
539475,85227,1,2010-12-19 14:41:00.000000,16686
539255,22028,12,2010-12-16 14:26:00.000000,16316
540183,21754,12,2011-01-05 13:37:00.000000,15093
540458,21156,8,2011-01-07 12:28:00.000000,12501
539642,85150,2,2010-12-20 15:35:00.000000,15867
539586,21876,36,2010-12-20 13:08:00.000000,14298
540395,21485,1,2011-01-06 18:24:00.000000,14702
537130,22784,4,2010-12-05 12:23:00.000000,17796
536532,22561,24,2010-12-01 13:24:00.000000,12433
539250,84817,24,2010-12-16 13:44:00.000000,15157
541684,20713,10,2011-01-20 15:22:00.000000,15498
538662,20725,20,2010-12-13 15:44:00.000000,15159
540697,84050,6,2011-01-11 09:20:00.000000,16670
538346,21908,24,2010-12-10 14:53:00.000000,17865
538714,22077,4,2010-12-14 11:01:00.000000,14524
539456,90185D,2,2010-12-17 17:23:00.000000,16885
C537860,21485,-3,2010-12-08 16:15:00.000000,16252
537693,22910,6,2010-12-08 10:45:00.000000,12441
541504,22411,3,2011-01-18 15:37:00.000000,14415
538943,21192,24,2010-12-15 11:15:00.000000,14060
539727,POST,1,2010-12-21 14:26:00.000000,12678
537128,47566,2,2010-12-05 12:15:00.000000,12841
539249,22467,6,2010-12-16 13:43:00.000000,14709
538849,84970S,12,2010-12-14 13:31:00.000000,14415
537421,85049A,1,2010-12-06 15:25:00.000000,17218
540475,21380,1,2011-01-07 14:43:00.000000,15311
541267,22626,2,2011-01-17 10:37:00.000000,12779
540014,21889,1,2011-01-04 11:34:00.000000,14606
538308,22362,6,2010-12-10 13:29:00.000000,14107
537246,22150,6,2010-12-06 10:27:00.000000,12808
540803,22969,12,2011-01-11 12:30:00.000000,14669
