invoiceno,stockcode,quantity,invoicedate,customerid
537370,22147,2,2010-12-06 12:44:00.000000,13155
538629,22935,2,2010-12-13 13:10:00.000000,17799
538205,75013B,2,2010-12-10 11:24:00.000000,12748
537218,22751,8,2010-12-05 15:46:00.000000,12763
538808,22988,12,2010-12-14 12:11:00.000000,14057
536993,20726,1,2010-12-03 15:19:00.000000,14396
538826,22070,5,2010-12-14 12:58:00.000000,12370
540247,22173,1,2011-01-05 15:56:00.000000,15464
538637,48187,2,2010-12-13 13:52:00.000000,17611
538664,85035B,12,2010-12-13 15:46:00.000000,14733
541410,22639,6,2011-01-17 16:06:00.000000,13089
536408,22619,4,2010-12-01 11:41:00.000000,14307
539764,22427,6,2010-12-22 11:07:00.000000,14533
541414,21080,1,2011-01-17 16:14:00.000000,18212
539921,22371,1,2010-12-23 11:09:00.000000,12748
537900,21651,6,2010-12-09 10:45:00.000000,15983
537377,22866,10,2010-12-06 13:01:00.000000,15882
537376,21495,25,2010-12-06 12:59:00.000000,16722
537332,22457,12,2010-12-06 11:58:00.000000,14344
540248,21843,3,2011-01-05 15:57:00.000000,15034
537369,21584,2,2010-12-06 12:41:00.000000,17860
540849,21212,24,2011-01-12 09:33:00.000000,14270
540473,22562,2,2011-01-07 14:31:00.000000,17284
537133,21042,1,2010-12-05 12:29:00.000000,18156
540479,47599A,6,2011-01-07 15:19:00.000000,14889
536989,15056N,1,2010-12-03 15:10:00.000000,17238
537126,20969,1,2010-12-05 12:13:00.000000,18118
537144,22779,1,2010-12-05 13:00:00.000000,15880
539475,84997C,1,2010-12-19 14:41:00.000000,16686
538935,21231,12,2010-12-15 11:08:00.000000,18168
537050,22659,3,2010-12-05 11:10:00.000000,14800
539053,79321,3,2010-12-15 16:32:00.000000,16725
540541,21533,3,2011-01-09 15:13:00.000000,15799
537369,22940,1,2010-12-06 12:41:00.000000,17860
537392,M,5,2010-12-06 13:58:00.000000,17068
539084,22111,3,2010-12-16 09:31:00.000000,13890
540546,21832,12,2011-01-09 15:56:00.000000,12766
537606,22121,2,2010-12-07 13:16:00.000000,15002
539078,22855,48,2010-12-16 08:10:00.000000,13408
538205,22315,1,2010-12-10 11:24:00.000000,12748
540359,20727,20,2011-01-06 15:29:00.000000,18041
541414,85150,1,2011-01-17 16:14:00.000000,18212
538652,22214,4,2010-12-13 15:12:00.000000,17890
541262,22789,2,2011-01-16 15:50:00.000000,18069
536975,22747,6,2010-12-03 14:04:00.000000,14911
538346,21905,6,2010-12-10 14:53:00.000000,17865
537354,22348,1,2010-12-06 12:23:00.000000,12748
536972,22784,3,2010-12-03 13:42:00.000000,16926
537163,22714,12,2010-12-05 13:21:00.000000,17863
539444,22653,10,2010-12-17 15:52:00.000000,14146
537421,22130,12,2010-12-06 15:25:00.000000,17218
536530,21625,1,2010-12-01 13:21:00.000000,17905
538991,22258,144,2010-12-15 11:53:00.000000,17511
537065,22614,24,2010-12-05 11:57:00.000000,12567
541265,84231,1,2011-01-16 16:23:00.000000,17609
536540,21889,24,2010-12-01 14:05:00.000000,14911
540028,85054,6,2011-01-04 13:38:00.000000,14180
541013,22505,4,2011-01-13 11:54:00.000000,15694
540907,22382,10,2011-01-12 11:52:00.000000,13488
539246,21471,2,2010-12-16 13:33:00.000000,14606
539607,21987,12,2010-12-20 14:10:00.000000,12681
539006,21463,4,2010-12-15 12:54:00.000000,15101
540647,21314,4,2011-01-10 14:57:00.000000,17406
538194,21034,1,2010-12-10 10:52:00.000000,17790
540187,22654,3,2011-01-05 13:53:00.000000,15358
536500,46000M,10,2010-12-01 12:35:00.000000,17377
537646,22582,1,2010-12-07 15:39:00.000000,17591
536987,90152B,1,2010-12-03 14:54:00.000000,17198
536956,85152,12,2010-12-03 12:43:00.000000,14210
537622,22111,1,2010-12-07 14:30:00.000000,13173
541518,84520B,12,2011-01-19 09:05:00.000000,12451
538886,22556,12,2010-12-14 16:07:00.000000,13846
536525,20750,10,2010-12-01 12:54:00.000000,14078
537138,22173,2,2010-12-05 12:44:00.000000,17211
540543,21903,6,2011-01-09 15:23:00.000000,14395
538917,90200D,6,2010-12-15 10:57:00.000000,17449
541596,22558,3,2011-01-19 16:19:00.000000,17602
537046,85066,2,2010-12-05 10:58:00.000000,18109
537369,20751,1,2010-12-06 12:41:00.000000,17860
540647,21326,12,2011-01-10 14:57:00.000000,17406
539502,22970,6,2010-12-20 11:14:00.000000,14099
537354,22301,2,2010-12-06 12:23:00.000000,12748
539041,21892,5,2010-12-15 15:34:00.000000,15456
538863,48194,1,2010-12-14 14:15:00.000000,16919
537422,84520B,1,2010-12-06 15:27:00.000000,17812
C540246,22834,-1,2011-01-05 15:43:00.000000,13081
540971,84375,24,2011-01-12 14:10:00.000000,12383
540157,21561,3,2011-01-05 11:41:00.000000,15311
538181,20750,4,2010-12-10 10:08:00.000000,17076
540176,21931,100,2011-01-05 12:40:00.000000,17511
537250,20675,8,2010-12-06 10:43:00.000000,12708
538945,21181,48,2010-12-15 11:22:00.000000,17230
537421,22535,2,2010-12-06 15:25:00.000000,17218
537034,84247G,12,2010-12-03 17:20:00.000000,13081
539112,21408,3,2010-12-16 11:15:00.000000,13468
537421,22569,2,2010-12-06 15:25:00.000000,17218
538652,72802B,1,2010-12-13 15:12:00.000000,17890
537211,22667,6,2010-12-05 15:18:00.000000,16143
541649,84508B,6,2011-01-20 11:39:00.000000,17418
536408,22553,12,2010-12-01 11:41:00.000000,14307
541281,22616,1,2011-01-17 11:59:00.000000,17988
540033,48138,1,2011-01-04 14:12:00.000000,13680
540953,21080,1,2011-01-12 13:16:00.000000,14587
539630,22469,40,2010-12-20 14:59:00.000000,17230
539215,85035A,1,2010-12-16 12:42:00.000000,15574
537754,22115,1,2010-12-08 11:16:00.000000,16081
539642,21165,2,2010-12-20 15:35:00.000000,15867
540801,21218,12,2011-01-11 12:25:00.000000,12540
536409,21980,12,2010-12-01 11:45:00.000000,17908
538513,22641,1,2010-12-12 14:21:00.000000,15454
537618,20685,20,2010-12-07 13:50:00.000000,15061
540395,22960,4,2011-01-06 18:24:00.000000,14702
540265,21257,2,2011-01-06 10:46:00.000000,15271
538069,22601,2,2010-12-09 14:08:00.000000,16795
541570,85099B,200,2011-01-19 12:34:00.000000,14646
C538670,22114,-4,2010-12-13 16:19:00.000000,13448
538827,22345,48,2010-12-14 12:59:00.000000,14298
538497,22553,1,2010-12-12 12:44:00.000000,14684
541220,22935,72,2011-01-14 14:11:00.000000,14156
538518,71477,6,2010-12-12 16:14:00.000000,14505
538662,85170D,24,2010-12-13 15:44:00.000000,15159
540276,20727,30,2011-01-06 12:16:00.000000,14680
537135,22597,2,2010-12-05 12:35:00.000000,17059
540113,84766,12,2011-01-05 09:11:00.000000,13126
536560,79321,48,2010-12-01 15:00:00.000000,13093
539637,22807,1,2010-12-20 15:22:00.000000,14083
540630,21034,1,2011-01-10 11:59:00.000000,17849
539395,21577,12,2010-12-17 11:52:00.000000,12471
538009,22840,2,2010-12-09 12:17:00.000000,14911
537828,22142,12,2010-12-08 14:43:00.000000,15680
539283,22988,12,2010-12-16 15:47:00.000000,14092
538518,21815,4,2010-12-12 16:14:00.000000,14505
537153,21888,6,2010-12-05 13:03:00.000000,16718
540530,85099B,10,2011-01-09 14:02:00.000000,14755
539404,35914,1,2010-12-17 12:24:00.000000,17315
540178,22504,3,2011-01-05 12:42:00.000000,12681
536522,20914,1,2010-12-01 12:49:00.000000,15012
539439,22776,2,2010-12-17 15:14:00.000000,13869
540043,21754,4,2011-01-04 14:21:00.000000,15164
538641,84692,50,2010-12-13 14:36:00.000000,15640
541489,23230,25,2011-01-18 13:38:00.000000,15023
538201,22319,12,2010-12-10 11:12:00.000000,15723
538209,22494,2,2010-12-10 11:42:00.000000,12748
538252,22627,2,2010-12-10 12:29:00.000000,16019
538518,22129,24,2010-12-12 16:14:00.000000,14505
538065,21844,6,2010-12-09 13:57:00.000000,13982
537594,21035,12,2010-12-07 12:28:00.000000,12647
538065,85123A,32,2010-12-09 13:57:00.000000,13982
536477,22593,144,2010-12-01 12:27:00.000000,16210
541564,21471,1,2011-01-19 11:38:00.000000,16904
537374,85178,2,2010-12-06 12:55:00.000000,17259
541567,22348,24,2011-01-19 11:51:00.000000,12681
541678,21578,1,2011-01-20 14:13:00.000000,17771
537422,84945,12,2010-12-06 15:27:00.000000,17812
541003,85099B,10,2011-01-13 10:35:00.000000,15835
540859,22721,1,2011-01-12 10:58:00.000000,17965
538707,22451,1,2010-12-14 10:38:00.000000,17894
541138,22418,24,2011-01-14 10:42:00.000000,12553
540512,21581,1,2011-01-09 11:39:00.000000,17114
539731,22558,144,2010-12-21 15:05:00.000000,14646
537614,20679,2,2010-12-07 13:29:00.000000,16904
540405,22499,48,2011-01-07 09:50:00.000000,14828
541481,22301,6,2011-01-18 12:09:00.000000,14696
538508,22535,4,2010-12-12 13:32:00.000000,15998
541486,85152,2,2011-01-18 13:15:00.000000,18109
536437,21154,200,2010-12-01 12:12:00.000000,13694
539009,22033,12,2010-12-15 13:24:00.000000,13221
538067,21591,1,2010-12-09 13:59:00.000000,15288
538852,22837,2,2010-12-14 13:33:00.000000,17372
538801,84826,60,2010-12-14 11:51:00.000000,16083
541683,21062,4,2011-01-20 15:01:00.000000,14085
541215,21874,12,2011-01-14 13:42:00.000000,14329
539088,15056BL,3,2010-12-16 09:45:00.000000,13093
539464,21690,1,2010-12-19 11:35:00.000000,17913
C539575,22360,-11,2010-12-20 12:23:00.000000,13089
537868,21786,24,2010-12-08 16:49:00.000000,12433
537653,22867,4,2010-12-07 15:54:00.000000,17897
539988,22789,4,2010-12-23 16:06:00.000000,18116
541006,20685,2,2011-01-13 10:43:00.000000,13993
539450,21700,1,2010-12-17 16:53:00.000000,15570
540550,22670,12,2011-01-10 09:11:00.000000,12539
541658,85184C,2,2011-01-20 12:16:00.000000,15529
538187,22766,8,2010-12-10 10:27:00.000000,16499
537129,48185,2,2010-12-05 12:15:00.000000,13506
538826,22270,13,2010-12-14 12:58:00.000000,12370
538630,22961,12,2010-12-13 13:25:00.000000,14565
537200,22272,1,2010-12-05 14:17:00.000000,15867
541238,22779,6,2011-01-16 10:42:00.000000,16746
538167,22084,6,2010-12-09 18:58:00.000000,14713
539497,22398,12,2010-12-20 10:41:00.000000,12944
540522,22659,12,2011-01-09 12:50:00.000000,13102
538095,84818,1,2010-12-09 14:55:00.000000,17097
536415,21916,2,2010-12-01 11:57:00.000000,12838
541567,22435,12,2011-01-19 11:51:00.000000,12681
537433,21754,18,2010-12-06 16:36:00.000000,12913
538013,22696,8,2010-12-09 12:37:00.000000,17062
539250,84819,16,2010-12-16 13:44:00.000000,15157
541588,21188,12,2011-01-19 14:43:00.000000,14307
C540392,22088,-40,2011-01-06 18:06:00.000000,12753
541094,22858,2,2011-01-13 13:36:00.000000,13246
538069,22570,1,2010-12-09 14:08:00.000000,16795
541413,22168,1,2011-01-17 16:14:00.000000,13859
537041,22507,2,2010-12-05 10:36:00.000000,16033
539320,15056BL,6,2010-12-16 19:16:00.000000,14911
537446,35646,4,2010-12-07 09:13:00.000000,18055
537489,22198,24,2010-12-07 11:33:00.000000,17017
541291,20761,1,2011-01-17 13:25:00.000000,14667
541428,22669,5,2011-01-18 08:53:00.000000,14242
539351,20717,10,2010-12-17 11:23:00.000000,12551
541094,10002,11,2011-01-13 13:36:00.000000,13246
540351,21918,24,2011-01-06 14:26:00.000000,12735
537362,16016,2,2010-12-06 12:34:00.000000,17596
539456,22371,1,2010-12-17 17:23:00.000000,16885
541593,82482,2,2011-01-19 15:20:00.000000,17611
537054,85174,1,2010-12-05 11:40:00.000000,16931
539250,84813,8,2010-12-16 13:44:00.000000,15157
537050,84375,12,2010-12-05 11:10:00.000000,14800
538507,22339,22,2010-12-12 13:26:00.000000,15547
540467,22917,12,2011-01-07 13:39:00.000000,18198
537030,22587,12,2010-12-03 16:44:00.000000,16455
540263,21202,48,2011-01-06 10:03:00.000000,18062
539488,22112,16,2010-12-20 09:37:00.000000,12377
537224,22602,11,2010-12-05 16:24:00.000000,13174
537809,21624,3,2010-12-08 13:28:00.000000,14217
539009,21534,4,2010-12-15 13:24:00.000000,13221
541664,22371,2,2011-01-20 12:23:00.000000,17862
538370,21531,1,2010-12-12 11:06:00.000000,16923
538635,22926,1,2010-12-13 13:32:00.000000,17303
537065,22483,6,2010-12-05 11:57:00.000000,12567
537192,22065,2,2010-12-05 13:42:00.000000,16402
540182,10135,20,2011-01-05 13:29:00.000000,14739
537464,22147,12,2010-12-07 10:14:00.000000,14907
540839,22971,2,2011-01-11 15:42:00.000000,16791
538418,20752,2,2010-12-12 12:00:00.000000,17372
541631,21558,6,2011-01-20 10:48:00.000000,12637
536947,35004C,3,2010-12-03 12:29:00.000000,13013
538008,22974,12,2010-12-09 12:17:00.000000,12683
538744,82552,2,2010-12-14 11:26:00.000000,15356
537623,22739,5,2010-12-07 14:31:00.000000,15858
539019,72351B,2,2010-12-15 14:12:00.000000,17551
541262,21219,10,2011-01-16 15:50:00.000000,18069
537034,21721,24,2010-12-03 17:20:00.000000,13081
540397,22168,1,2011-01-06 18:57:00.000000,13187
541518,22326,96,2011-01-19 09:05:00.000000,12451
537829,16237,30,2010-12-08 14:46:00.000000,15498
539043,22834,12,2010-12-15 15:45:00.000000,12928
541596,84535B,1,2011-01-19 16:19:00.000000,17602
541280,84707A,2,2011-01-17 11:57:00.000000,15296
537065,22892,12,2010-12-05 11:57:00.000000,12567
537225,20765,1,2010-12-05 16:41:00.000000,12748
537334,84508B,1,2010-12-06 12:06:00.000000,16719
537051,85123A,2,2010-12-05 11:12:00.000000,15708
539610,21399,1,2010-12-20 14:33:00.000000,14606
538565,21034,2,2010-12-13 11:11:00.000000,13069
537225,51008,10,2010-12-05 16:41:00.000000,12748
538855,21739,6,2010-12-14 13:50:00.000000,16503
540509,20763,1,2011-01-09 11:27:00.000000,14800
540098,21873,1,2011-01-04 15:50:00.000000,16241
C539719,82613C,-20,2010-12-21 13:15:00.000000,14643
540023,22437,10,2011-01-04 12:58:00.000000,15039
537219,22618,1,2010-12-05 15:47:00.000000,14081
536401,22384,1,2010-12-01 11:21:00.000000,15862
540968,21985,12,2011-01-12 13:40:00.000000,17338
540003,22191,2,2011-01-04 10:37:00.000000,16875
538397,22231,24,2010-12-12 11:44:00.000000,12753
541218,90125B,12,2011-01-14 14:02:00.000000,16638
541123,21915,12,2011-01-14 09:52:00.000000,13385
539294,82486,2,2010-12-16 16:45:00.000000,15532
541134,84997B,6,2011-01-14 10:20:00.000000,15615
538630,22673,12,2010-12-13 13:25:00.000000,14565
539840,22722,12,2010-12-22 14:28:00.000000,12383
C537807,84949,-5,2010-12-08 13:23:00.000000,13495
537393,22112,24,2010-12-06 13:59:00.000000,13089
538198,21481,2,2010-12-10 11:01:00.000000,17827
537050,22142,4,2010-12-05 11:10:00.000000,14800
537781,22548,2,2010-12-08 12:46:00.000000,17341
540014,15056BL,3,2011-01-04 11:34:00.000000,14606
538655,84313B,2,2010-12-13 15:16:00.000000,17375
537138,22795,2,2010-12-05 12:44:00.000000,17211
C539486,22600,-12,2010-12-20 08:27:00.000000,18256
538651,21563,2,2010-12-13 15:07:00.000000,15311
540545,21498,25,2011-01-09 15:35:00.000000,13451
540834,85123A,32,2011-01-11 14:50:00.000000,14733
539760,51014C,12,2010-12-21 17:16:00.000000,17400
539307,21631,12,2010-12-16 17:43:00.000000,13694
538839,90214M,7,2010-12-14 13:10:00.000000,14606
540834,21844,6,2011-01-11 14:50:00.000000,14733
538660,82494L,24,2010-12-13 15:37:00.000000,15808
537467,22568,2,2010-12-07 10:36:00.000000,16059
540263,21892,12,2011-01-06 10:03:00.000000,18062
538453,22812,3,2010-12-12 12:26:00.000000,16779
541111,22961,12,2011-01-13 15:13:00.000000,15687
539730,22469,12,2010-12-21 14:54:00.000000,13487
536945,22411,2,2010-12-03 12:24:00.000000,14083
541406,22808,6,2011-01-17 15:19:00.000000,14657
538156,22173,6,2010-12-09 16:53:00.000000,15555
540477,21111,24,2011-01-07 14:49:00.000000,13233
540288,22607,1,2011-01-06 12:45:00.000000,17634
538200,21974,1,2010-12-10 11:11:00.000000,17912
537050,22551,2,2010-12-05 11:10:00.000000,14800
541570,85123A,256,2011-01-19 12:34:00.000000,14646
538180,22555,24,2010-12-10 09:53:00.000000,13418
537818,71495B,12,2010-12-08 13:53:00.000000,12766
538637,22921,4,2010-12-13 13:52:00.000000,17611
537781,21984,1,2010-12-08 12:46:00.000000,17341
541658,22371,1,2011-01-20 12:16:00.000000,15529
540604,22704,25,2011-01-10 11:38:00.000000,15326
539010,21231,4,2010-12-15 13:24:00.000000,15005
536415,22910,5,2010-12-01 11:57:00.000000,12838
538558,22511,8,2010-12-13 10:58:00.000000,13069
536557,22114,1,2010-12-01 14:41:00.000000,17841
541660,22189,3,2011-01-20 12:20:00.000000,17787
541265,21935,2,2011-01-16 16:23:00.000000,17609
537362,72351B,1,2010-12-06 12:34:00.000000,17596
536860,22627,1,2010-12-03 10:43:00.000000,16905
C540948,22943,-4,2011-01-12 12:47:00.000000,13093
C538898,37503,-1,2010-12-15 09:20:00.000000,15078
541602,21907,1,2011-01-19 17:17:00.000000,17231
541576,21034,1,2011-01-19 13:32:00.000000,17097
540957,84993A,2,2011-01-12 13:30:00.000000,15311
538639,84997A,5,2010-12-13 14:24:00.000000,17179
540288,22914,1,2011-01-06 12:45:00.000000,17634
540187,22965,6,2011-01-05 13:53:00.000000,15358
C539568,82486,-6,2010-12-20 11:59:00.000000,13267
538683,22151,12,2010-12-13 17:40:00.000000,14525
538497,22041,2,2010-12-12 12:44:00.000000,14684
C539608,22487,-2,2010-12-20 14:10:00.000000,16873
536874,84625A,2,2010-12-03 11:35:00.000000,16891
538852,22563,2,2010-12-14 13:33:00.000000,17372
540481,22080,10,2011-01-07 15:42:00.000000,16955
538354,37448,12,2010-12-10 15:45:00.000000,16873
538343,21169,12,2010-12-10 14:29:00.000000,13448
540247,22907,3,2011-01-05 15:56:00.000000,15464
537265,22962,6,2010-12-06 11:26:00.000000,15919
538525,22423,10,2010-12-13 09:39:00.000000,12540
540816,20914,6,2011-01-11 12:55:00.000000,15518
537855,21311,4,2010-12-08 15:59:00.000000,15996
537044,72802C,6,2010-12-05 10:52:00.000000,18055
539982,84997D,4,2010-12-23 14:40:00.000000,15311
537606,22086,6,2010-12-07 13:16:00.000000,15002
538367,84559A,5,2010-12-12 10:48:00.000000,14800
541658,23233,25,2011-01-20 12:16:00.000000,15529
538327,21644,1,2010-12-10 13:58:00.000000,15514
539455,90177B,1,2010-12-17 17:17:00.000000,12748
537129,22620,12,2010-12-05 12:15:00.000000,13506
540364,21876,1,2011-01-06 16:03:00.000000,14505
537692,21907,7,2010-12-08 10:40:00.000000,14796
536975,22849,2,2010-12-03 14:04:00.000000,14911
540957,21175,2,2011-01-12 13:30:00.000000,15311
539082,21844,6,2010-12-16 09:22:00.000000,13317
538206,90195A,2,2010-12-10 11:31:00.000000,17827
537081,22306,36,2010-12-05 12:00:00.000000,15332
538354,20969,8,2010-12-10 15:45:00.000000,16873
539590,85123A,32,2010-12-20 13:21:00.000000,14733
538998,48184,10,2010-12-15 12:08:00.000000,15061
540690,10135,20,2011-01-11 08:45:00.000000,13473
541511,22269,4,2011-01-18 16:45:00.000000,17576
539593,22141,12,2010-12-20 13:31:00.000000,13319
537135,21481,2,2010-12-05 12:35:00.000000,17059
541253,20735,1,2011-01-16 13:51:00.000000,17841
537762,22443,2,2010-12-08 12:01:00.000000,16558
538056,21506,12,2010-12-09 13:34:00.000000,17198
538146,22073,4,2010-12-09 16:10:00.000000,15596
540261,22798,8,2011-01-06 09:57:00.000000,13089
540365,21039,6,2011-01-06 16:12:00.000000,12413
537193,22112,4,2010-12-05 13:49:00.000000,15023
536973,22158,8,2010-12-03 13:43:00.000000,17787
538853,20829,2,2010-12-14 13:35:00.000000,16805
541677,21136,16,2011-01-20 14:01:00.000000,12747
536987,85123A,6,2010-12-03 14:54:00.000000,17198
537881,22727,16,2010-12-09 09:23:00.000000,15513
538991,22952,120,2010-12-15 11:53:00.000000,17511
538069,22569,2,2010-12-09 14:08:00.000000,16795
536975,22112,9,2010-12-03 14:04:00.000000,14911
541595,85170D,1,2011-01-19 16:08:00.000000,14606
540458,22892,12,2011-01-07 12:28:00.000000,12501
537646,22919,2,2010-12-07 15:39:00.000000,17591
541596,84991,3,2011-01-19 16:19:00.000000,17602
541282,22201,2,2011-01-17 12:31:00.000000,17690
539463,20751,6,2010-12-19 11:19:00.000000,18077
538168,22082,10,2010-12-09 19:23:00.000000,14702
537646,22781,1,2010-12-07 15:39:00.000000,17591
538523,84077,48,2010-12-13 09:29:00.000000,13198
538171,21591,4,2010-12-09 20:01:00.000000,17530
541139,22663,10,2011-01-14 11:05:00.000000,15213
538567,22411,10,2010-12-13 11:23:00.000000,13999
537192,21114,5,2010-12-05 13:42:00.000000,16402
540532,21210,2,2011-01-09 14:11:00.000000,14702
537396,21166,1,2010-12-06 14:08:00.000000,17223
540595,21497,25,2011-01-10 11:35:00.000000,14321
540507,22570,192,2011-01-09 11:20:00.000000,12939
537567,90178A,1,2010-12-07 11:59:00.000000,18119
541282,22730,2,2011-01-17 12:31:00.000000,17690
540396,15056BL,12,2011-01-06 18:33:00.000000,14031
536464,22619,1,2010-12-01 12:23:00.000000,17968
537775,21557,6,2010-12-08 12:41:00.000000,17722
541282,23233,25,2011-01-17 12:31:00.000000,17690
538368,22533,1,2010-12-12 10:57:00.000000,15503
538040,22438,2,2010-12-09 13:08:00.000000,16520
540463,POST,2,2011-01-07 13:13:00.000000,12489
537250,22328,6,2010-12-06 10:43:00.000000,12708
540095,47590B,2,2011-01-04 15:40:00.000000,14553
538665,85169A,24,2010-12-13 15:56:00.000000,17576
539414,21871,4,2010-12-17 13:45:00.000000,16931
538093,21700,12,2010-12-09 14:49:00.000000,12682
538508,85049B,2,2010-12-12 13:32:00.000000,15998
540168,22383,10,2011-01-05 12:15:00.000000,13715
541596,85038,4,2011-01-19 16:18:00.000000,17602
541115,22517,6,2011-01-13 15:34:00.000000,12578
538541,22624,2,2010-12-13 10:46:00.000000,17428
541280,22971,6,2011-01-17 11:57:00.000000,15296
538155,21169,2,2010-12-09 16:52:00.000000,16907
538437,21624,1,2010-12-12 12:18:00.000000,16010
537608,20685,1,2010-12-07 13:20:00.000000,15024
540473,22893,12,2011-01-07 14:31:00.000000,17284
541671,22961,12,2011-01-20 13:01:00.000000,14735
538886,21989,12,2010-12-14 16:07:00.000000,13846
538312,22603,6,2010-12-10 13:48:00.000000,16727
541094,20754,2,2011-01-13 13:36:00.000000,13246
C538083,85099B,-3,2010-12-09 14:40:00.000000,15750
538810,22726,1,2010-12-14 12:18:00.000000,14871
540265,22858,6,2011-01-06 10:46:00.000000,15271
539038,82613D,20,2010-12-15 14:45:00.000000,15641
538369,90186A,2,2010-12-12 11:06:00.000000,17251
539255,22629,12,2010-12-16 14:26:00.000000,16316
538421,22746,1,2010-12-12 12:08:00.000000,17917
541520,20712,10,2011-01-19 09:13:00.000000,12422
537888,22738,10,2010-12-09 10:04:00.000000,15358
540387,22176,6,2011-01-06 17:58:00.000000,16306
541518,22629,24,2011-01-19 09:05:00.000000,12451
537688,90212C,3,2010-12-08 10:35:00.000000,17406
536590,21055,1,2010-12-01 16:52:00.000000,13065
540866,20675,32,2011-01-12 11:21:00.000000,17324
539010,84508A,2,2010-12-15 13:24:00.000000,15005
540800,21094,96,2011-01-11 12:20:00.000000,13798
537046,22470,3,2010-12-05 10:58:00.000000,18109
538709,21705,1,2010-12-14 10:46:00.000000,16442
540538,22358,1,2011-01-09 14:36:00.000000,17841
540979,21623,2,2011-01-12 15:06:00.000000,15727
541216,20727,100,2011-01-14 13:52:00.000000,15311
537176,22556,3,2010-12-05 13:26:00.000000,16411
537192,22808,1,2010-12-05 13:42:00.000000,16402
538896,21880,24,2010-12-15 09:09:00.000000,16145
540543,21166,6,2011-01-09 15:23:00.000000,14395
539404,40003,2,2010-12-17 12:24:00.000000,17315
539009,90060D,1,2010-12-15 13:24:00.000000,13221
C540417,20728,-30,2011-01-07 10:56:00.000000,13680
537227,10002,24,2010-12-06 08:42:00.000000,17677
538636,22429,4,2010-12-13 13:50:00.000000,14639
538652,22460,6,2010-12-13 15:12:00.000000,17890
540753,22189,4,2011-01-11 10:31:00.000000,14217
540548,21527,2,2011-01-09 16:11:00.000000,14794
540179,22470,4,2011-01-05 12:54:00.000000,16033
540268,22986,25,2011-01-06 11:25:00.000000,13458
537378,22082,20,2010-12-06 13:06:00.000000,14911
538369,90186B,1,2010-12-12 11:06:00.000000,17251
537781,21143,2,2010-12-08 12:46:00.000000,17341
537257,20897,6,2010-12-06 11:10:00.000000,17691
538858,22508,16,2010-12-14 13:58:00.000000,16553
540561,22149,6,2011-01-10 10:32:00.000000,13004
539297,84978,12,2010-12-16 17:20:00.000000,17691
536368,22960,6,2010-12-01 08:34:00.000000,13047
537381,20914,3,2010-12-06 13:13:00.000000,14667
539099,22652,10,2010-12-16 10:30:00.000000,16670
537065,POST,9,2010-12-05 11:57:00.000000,12567
540178,22894,2,2011-01-05 12:42:00.000000,12681
541524,22433,6,2011-01-19 10:49:00.000000,17091
539477,22728,4,2010-12-19 14:58:00.000000,18245
538510,22603,4,2010-12-12 13:47:00.000000,18004
540406,85099C,100,2011-01-07 09:53:00.000000,13798
C540417,22328,-5,2011-01-07 10:56:00.000000,13680
540813,22623,3,2011-01-11 12:41:00.000000,14669
538935,22059,8,2010-12-15 11:08:00.000000,18168
537135,84991,1,2010-12-05 12:35:00.000000,17059
539496,22803,1,2010-12-20 10:38:00.000000,13050
541530,84755,16,2011-01-19 10:56:00.000000,14769
540511,22487,1,2011-01-09 11:34:00.000000,14472
540176,21929,100,2011-01-05 12:40:00.000000,17511
541265,22355,4,2011-01-16 16:23:00.000000,17609
538651,20675,1,2010-12-13 15:07:00.000000,15311
541134,84997A,6,2011-01-14 10:20:00.000000,15615
C539710,21314,-2,2010-12-21 12:35:00.000000,14769
539663,22741,1,2010-12-21 10:26:00.000000,17961
538113,22569,4,2010-12-09 15:29:00.000000,15811
537202,22866,1,2010-12-05 14:25:00.000000,14506
536993,22666,1,2010-12-03 15:19:00.000000,14396
537864,20725,20,2010-12-08 16:34:00.000000,16700
538879,84819,16,2010-12-14 15:50:00.000000,15392
537209,20749,2,2010-12-05 15:12:00.000000,14606
537852,21175,12,2010-12-08 15:56:00.000000,17340
537657,82484,408,2010-12-07 16:42:00.000000,18102
537467,21889,3,2010-12-07 10:36:00.000000,16059
537111,22804,2,2010-12-05 12:08:00.000000,14810
541205,85123A,32,2011-01-14 12:23:00.000000,18106
541215,21484,4,2011-01-14 13:42:00.000000,14329
537429,84536A,2,2010-12-06 15:54:00.000000,12748
540954,21427,1,2011-01-12 13:19:00.000000,14606
536520,22152,12,2010-12-01 12:43:00.000000,14729
537758,20972,12,2010-12-08 11:41:00.000000,16122
537231,22304,6,2010-12-06 09:21:00.000000,13652
536387,79321,192,2010-12-01 09:58:00.000000,16029
537224,22637,4,2010-12-05 16:24:00.000000,13174
537258,22907,2,2010-12-06 11:16:00.000000,17227
539007,22606,1,2010-12-15 13:00:00.000000,17894
537846,22083,6,2010-12-08 15:25:00.000000,15347
538855,84688,6,2010-12-14 13:50:00.000000,16503
538182,21733,6,2010-12-10 10:18:00.000000,17827
537057,22433,1,2010-12-05 11:49:00.000000,15351
539609,22697,4,2010-12-20 14:15:00.000000,15527
539725,21819,12,2010-12-21 13:58:00.000000,17211
538053,82483,16,2010-12-09 13:34:00.000000,15856
541005,22568,2,2011-01-13 10:39:00.000000,16161
540098,84991,1,2011-01-04 15:50:00.000000,16241
