invoiceno,stockcode,quantity,invoicedate,customerid
536488,22150,1,2010-12-01 12:31:00.000000,17897
537370,22318,1,2010-12-06 12:44:00.000000,13155
C540948,22941,-2,2011-01-12 12:47:00.000000,13093
539320,22939,12,2010-12-16 19:16:00.000000,14911
537137,22355,10,2010-12-05 12:43:00.000000,16327
540489,48194,1,2011-01-07 16:32:00.000000,13593
537055,21754,6,2010-12-05 11:45:00.000000,16814
537463,21238,16,2010-12-07 10:08:00.000000,12681
538626,84029G,6,2010-12-13 12:57:00.000000,17338
540809,22360,6,2011-01-11 12:37:00.000000,18095
538172,22910,24,2010-12-10 09:33:00.000000,15805
536539,82486,2,2010-12-01 14:03:00.000000,15165
541485,21460,1,2011-01-18 13:05:00.000000,18118
536851,22180,6,2010-12-03 09:49:00.000000,12967
540499,22796,4,2011-01-09 10:21:00.000000,16923
536525,22429,1,2010-12-01 12:54:00.000000,14078
539418,22110,6,2010-12-17 13:58:00.000000,17007
537646,22194,1,2010-12-07 15:39:00.000000,17591
541220,85049G,144,2011-01-14 14:11:00.000000,14156
541486,82580,1,2011-01-18 13:15:00.000000,18109
539446,22223,3,2010-12-17 15:58:00.000000,12705
539663,22608,1,2010-12-21 10:26:00.000000,17961
538093,21452,6,2010-12-09 14:49:00.000000,12682
C538314,22586,-47,2010-12-10 13:52:00.000000,15514
540519,22558,12,2011-01-09 12:12:00.000000,12793
539052,22831,6,2010-12-15 16:26:00.000000,15615
540019,22822,2,2011-01-04 12:18:00.000000,12957
537034,22732,18,2010-12-03 17:20:00.000000,13081
540395,22723,4,2011-01-06 18:24:00.000000,14702
536562,48194,2,2010-12-01 15:08:00.000000,13468
539489,22788,6,2010-12-20 09:41:00.000000,16684
538035,85123A,8,2010-12-09 13:03:00.000000,16065
540545,21558,2,2011-01-09 15:35:00.000000,13451
540247,22666,2,2011-01-05 15:56:00.000000,15464
538397,85032A,48,2010-12-12 11:44:00.000000,12753
538347,22505,3,2010-12-10 14:54:00.000000,17220
538679,22111,6,2010-12-13 17:03:00.000000,16455
539111,70006,30,2010-12-16 11:11:00.000000,14414
538307,22423,1,2010-12-10 13:27:00.000000,14667
540372,22111,9,2011-01-06 16:41:00.000000,13081
541223,22199,1,2011-01-14 14:39:00.000000,17954
537197,84050,6,2010-12-05 14:02:00.000000,12647
538827,22117,12,2010-12-14 12:59:00.000000,14298
536409,22153,6,2010-12-01 11:45:00.000000,17908
537781,20973,2,2010-12-08 12:46:00.000000,17341
537045,22297,1,2010-12-05 10:54:00.000000,15038
537772,21034,2,2010-12-08 12:35:00.000000,18043
537135,22731,3,2010-12-05 12:35:00.000000,17059
540951,22501,16,2011-01-12 13:10:00.000000,13113
C537860,37370,-12,2010-12-08 16:15:00.000000,16252
540458,22709,25,2011-01-07 12:28:00.000000,12501
537629,84879,8,2010-12-07 15:03:00.000000,17419
539478,22473,8,2010-12-19 15:07:00.000000,17343
537615,48185,5,2010-12-07 13:30:00.000000,15898
537612,21733,6,2010-12-07 13:28:00.000000,13769
537131,21034,2,2010-12-05 12:26:00.000000,15716
540955,85123A,4,2011-01-12 13:27:00.000000,14715
536562,48185,2,2010-12-01 15:08:00.000000,13468
538848,85232B,240,2010-12-14 13:28:00.000000,17404
540953,17003,6,2011-01-12 13:16:00.000000,14587
541207,22299,24,2011-01-14 12:27:00.000000,17685
540533,82486,1,2011-01-09 14:12:00.000000,15005
539418,84032B,6,2010-12-17 13:58:00.000000,17007
540687,22045,25,2011-01-10 17:18:00.000000,15867
537685,22567,6,2010-12-08 10:21:00.000000,18077
538795,84755,32,2010-12-14 11:42:00.000000,13267
540268,47590B,3,2011-01-06 11:25:00.000000,13458
541596,20936,2,2011-01-19 16:19:00.000000,17602
541012,21976,6,2011-01-13 11:48:00.000000,17019
540469,22636,4,2011-01-07 14:04:00.000000,12484
540640,22354,4,2011-01-10 12:36:00.000000,14527
536401,21169,2,2010-12-01 11:21:00.000000,15862
537655,90175D,2,2010-12-07 16:20:00.000000,15081
537808,84559B,2,2010-12-08 13:23:00.000000,15311
537196,22607,1,2010-12-05 13:55:00.000000,15426
540240,22783,4,2011-01-05 15:09:00.000000,17585
537140,M,1,2010-12-05 12:53:00.000000,12748
C538833,22356,-2,2010-12-14 13:05:00.000000,14680
537042,85014A,1,2010-12-05 10:45:00.000000,13838
537301,22233,2,2010-12-06 11:38:00.000000,15860
539391,POST,2,2010-12-17 11:51:00.000000,12417
540395,22847,1,2011-01-06 18:24:00.000000,14702
541683,17003,72,2011-01-20 15:01:00.000000,14085
537418,22756,2,2010-12-06 15:13:00.000000,17884
538513,22241,4,2010-12-12 14:21:00.000000,15454
538630,20712,10,2010-12-13 13:25:00.000000,14565
536415,22909,5,2010-12-01 11:57:00.000000,12838
541260,22916,4,2011-01-16 15:44:00.000000,16059
538827,22378,20,2010-12-14 12:59:00.000000,14298
536566,22773,12,2010-12-01 15:21:00.000000,16928
538508,21638,4,2010-12-12 13:32:00.000000,15998
C541573,22778,-4,2011-01-19 12:47:00.000000,15311
536591,21398,1,2010-12-01 16:57:00.000000,14606
539002,71053,1,2010-12-15 12:30:00.000000,14527
539475,22451,1,2010-12-19 14:41:00.000000,16686
538630,22112,8,2010-12-13 13:25:00.000000,14565
539243,84509A,1,2010-12-16 13:21:00.000000,18116
540472,84988,12,2011-01-07 14:22:00.000000,18179
539404,84916,10,2010-12-17 12:24:00.000000,17315
536536,84879,80,2010-12-01 13:45:00.000000,18144
536408,22812,12,2010-12-01 11:41:00.000000,14307
538518,20713,2,2010-12-12 16:14:00.000000,14505
538951,22423,3,2010-12-15 11:26:00.000000,16782
538369,84029G,5,2010-12-12 11:06:00.000000,17251
538800,22470,6,2010-12-14 11:51:00.000000,16458
540993,62086A,6,2011-01-13 09:23:00.000000,13284
541012,21901,10,2011-01-13 11:48:00.000000,17019
540373,22071,4,2011-01-06 17:10:00.000000,13280
539464,20768,2,2010-12-19 11:35:00.000000,17913
539628,16033,120,2010-12-20 14:49:00.000000,18097
538205,22534,1,2010-12-10 11:24:00.000000,12748
C540246,22942,-1,2011-01-05 15:43:00.000000,13081
536945,21250,2,2010-12-03 12:24:00.000000,14083
536557,22111,7,2010-12-01 14:41:00.000000,17841
536522,85099B,1,2010-12-01 12:49:00.000000,15012
537142,85167B,1,2010-12-05 12:57:00.000000,12748
541575,84509A,1,2011-01-19 13:21:00.000000,15311
537224,22863,1,2010-12-05 16:24:00.000000,13174
539306,22569,4,2010-12-16 17:38:00.000000,17659
538356,84580,2,2010-12-10 15:56:00.000000,14062
540263,22467,36,2011-01-06 10:03:00.000000,18062
536587,22646,12,2010-12-01 16:33:00.000000,14142
540798,22029,24,2011-01-11 12:11:00.000000,17365
537334,84711A,2,2010-12-06 12:06:00.000000,16719
540849,22666,6,2011-01-12 09:33:00.000000,14270
538171,47591B,2,2010-12-09 20:01:00.000000,17530
536863,22147,1,2010-12-03 11:19:00.000000,17967
C539221,22941,-12,2010-12-16 12:56:00.000000,14911
538512,22349,2,2010-12-12 14:03:00.000000,16665
539468,22173,8,2010-12-19 13:31:00.000000,15044
540536,22845,2,2011-01-09 14:21:00.000000,17757
538826,22291,24,2010-12-14 12:58:00.000000,12370
540803,22077,2,2011-01-11 12:30:00.000000,14669
537900,22139,1,2010-12-09 10:45:00.000000,15983
540114,22865,36,2011-01-05 09:44:00.000000,15498
537371,22616,48,2010-12-06 12:47:00.000000,15028
537396,21352,4,2010-12-06 14:08:00.000000,17223
537818,21355,12,2010-12-08 13:53:00.000000,12766
540692,85014A,3,2011-01-11 09:12:00.000000,14320
541631,21164,6,2011-01-20 10:48:00.000000,12637
539731,84916,100,2010-12-21 15:05:00.000000,14646
539642,21669,2,2010-12-20 15:35:00.000000,15867
540499,22356,5,2011-01-09 10:21:00.000000,16923
537022,84031A,3,2010-12-03 15:45:00.000000,12725
540649,22543,24,2011-01-10 14:59:00.000000,15061
538097,22332,8,2010-12-09 14:56:00.000000,15192
536987,21845,6,2010-12-03 14:54:00.000000,17198
537224,22461,2,2010-12-05 16:24:00.000000,13174
C539644,22555,-4,2010-12-20 15:52:00.000000,12471
537698,22435,36,2010-12-08 10:51:00.000000,13199
539731,84997A,72,2010-12-21 15:05:00.000000,14646
540953,22880,1,2011-01-12 13:16:00.000000,14587
541552,84992,1,2011-01-19 11:15:00.000000,15039
536381,15056N,2,2010-12-01 09:41:00.000000,15311
540562,20725,20,2011-01-10 10:35:00.000000,12524
539446,22255,12,2010-12-17 15:58:00.000000,12705
541417,22763,1,2011-01-17 16:23:00.000000,16033
536532,22842,6,2010-12-01 13:24:00.000000,12433
536990,20669,12,2010-12-03 15:14:00.000000,12793
540353,22752,1,2011-01-06 14:53:00.000000,13764
C538059,21210,-12,2010-12-09 13:38:00.000000,14205
538827,84823,6,2010-12-14 12:59:00.000000,14298
540604,21871,12,2011-01-10 11:38:00.000000,15326
538827,84766,12,2010-12-14 12:59:00.000000,14298
538382,21116,1,2010-12-12 11:37:00.000000,17218
538641,21977,24,2010-12-13 14:36:00.000000,15640
536551,21592,2,2010-12-01 14:34:00.000000,17346
540732,22421,36,2011-01-11 10:19:00.000000,16122
539298,35809A,6,2010-12-16 17:29:00.000000,14180
541485,22974,1,2011-01-18 13:05:00.000000,18118
C540382,84949,-1,2011-01-06 17:38:00.000000,12957
538638,90190C,2,2010-12-13 14:16:00.000000,17231
537689,22834,12,2010-12-08 10:36:00.000000,15750
537233,21844,12,2010-12-06 09:37:00.000000,17428
540268,35004C,3,2011-01-06 11:25:00.000000,13458
537538,22295,12,2010-12-07 11:49:00.000000,15353
537844,22502,1,2010-12-08 15:17:00.000000,17999
537405,85132A,2,2010-12-06 14:51:00.000000,17841
537880,22570,8,2010-12-09 09:14:00.000000,12963
540839,22975,4,2011-01-11 15:42:00.000000,16791
538008,22951,24,2010-12-09 12:17:00.000000,12683
540353,85099B,3,2011-01-06 14:53:00.000000,13764
539283,22976,12,2010-12-16 15:47:00.000000,14092
537886,84946,24,2010-12-09 09:49:00.000000,15660
540277,82552,24,2011-01-06 12:18:00.000000,14258
537826,21564,5,2010-12-08 14:38:00.000000,15581
539722,22960,6,2010-12-21 13:45:00.000000,14911
537605,21466,7,2010-12-07 13:13:00.000000,16221
538868,22961,24,2010-12-14 14:42:00.000000,17017
537202,22273,1,2010-12-05 14:25:00.000000,14506
538652,21654,6,2010-12-13 15:12:00.000000,17890
538991,22493,48,2010-12-15 11:53:00.000000,17511
538108,22113,4,2010-12-09 15:23:00.000000,17456
541258,22914,1,2011-01-16 15:30:00.000000,13634
540453,22819,12,2011-01-07 11:54:00.000000,13426
536557,22730,1,2010-12-01 14:41:00.000000,17841
541265,22212,3,2011-01-16 16:23:00.000000,17609
536409,21955,1,2010-12-01 11:45:00.000000,17908
540538,82482,1,2011-01-09 14:36:00.000000,17841
538639,84997C,2,2010-12-13 14:24:00.000000,17179
541120,22938,12,2011-01-14 09:13:00.000000,12490
537683,21080,12,2010-12-08 10:14:00.000000,12921
537609,85152,48,2010-12-07 13:22:00.000000,17675
537135,21807,4,2010-12-05 12:35:00.000000,17059
540817,22783,2,2011-01-11 12:56:00.000000,14209
537764,22804,1,2010-12-08 12:06:00.000000,16893
537214,21121,288,2010-12-05 15:35:00.000000,16422
536588,22961,12,2010-12-01 16:49:00.000000,17069
538827,85170B,12,2010-12-14 12:59:00.000000,14298
537851,22961,12,2010-12-08 15:39:00.000000,13758
536520,22926,1,2010-12-01 12:43:00.000000,14729
540519,POST,2,2011-01-09 12:12:00.000000,12793
538248,22652,2,2010-12-10 12:14:00.000000,18116
541605,22138,12,2011-01-20 09:03:00.000000,13502
537623,22943,2,2010-12-07 14:31:00.000000,15858
C538723,22333,-7,2010-12-14 11:12:00.000000,12434
538744,21872,6,2010-12-14 11:26:00.000000,15356
537393,22178,48,2010-12-06 13:59:00.000000,13089
539647,85049B,1,2010-12-20 16:08:00.000000,15460
541602,22111,1,2011-01-19 17:17:00.000000,17231
540524,84032B,5,2011-01-09 12:53:00.000000,16735
541220,22838,96,2011-01-14 14:11:00.000000,14156
538512,22624,1,2010-12-12 14:03:00.000000,16665
539469,82484,2,2010-12-19 13:59:00.000000,17841
537465,37370,12,2010-12-07 10:32:00.000000,17735
536946,22083,12,2010-12-03 12:28:00.000000,13013
541488,22659,72,2011-01-18 13:34:00.000000,15061
536561,22867,12,2010-12-01 15:06:00.000000,12921
537595,21481,1,2010-12-07 12:29:00.000000,13569
540697,22112,3,2011-01-11 09:20:00.000000,16670
541684,21874,12,2011-01-20 15:22:00.000000,15498
539044,22646,4,2010-12-15 15:47:00.000000,15727
C540793,22942,-1,2011-01-11 11:53:00.000000,14295
539835,22511,8,2010-12-22 13:39:00.000000,16477
539009,22222,12,2010-12-15 13:24:00.000000,13221
540803,22966,5,2011-01-11 12:30:00.000000,14669
539764,20704,8,2010-12-22 11:07:00.000000,14533
540538,85099B,1,2011-01-09 14:36:00.000000,17841
538365,22469,8,2010-12-12 10:11:00.000000,17243
537155,22553,1,2010-12-05 13:05:00.000000,12748
539497,22622,4,2010-12-20 10:41:00.000000,12944
537077,22696,6,2010-12-05 11:59:00.000000,17062
536591,22379,1,2010-12-01 16:57:00.000000,14606
541569,20676,16,2011-01-19 12:14:00.000000,13520
537855,21890,1,2010-12-08 15:59:00.000000,15996
537468,22837,4,2010-12-07 10:36:00.000000,12567
537459,22553,12,2010-12-07 09:57:00.000000,17470
537126,21245,1,2010-12-05 12:13:00.000000,18118
539988,22805,1,2010-12-23 16:06:00.000000,18116
541213,20914,3,2011-01-14 13:28:00.000000,15033
536415,22899,2,2010-12-01 11:57:00.000000,12838
541435,21881,24,2011-01-18 10:28:00.000000,13898
537627,21704,72,2010-12-07 14:58:00.000000,14739
537041,21868,1,2010-12-05 10:36:00.000000,16033
541277,22964,12,2011-01-17 11:46:00.000000,12673
540992,22693,24,2011-01-12 16:57:00.000000,17364
539447,22754,12,2010-12-17 16:00:00.000000,12395
541223,22203,1,2011-01-14 14:39:00.000000,17954
537855,22766,4,2010-12-08 15:59:00.000000,15996
537199,22278,1,2010-12-05 14:06:00.000000,15894
541406,85038,3,2011-01-17 15:19:00.000000,14657
539290,22804,6,2010-12-16 16:36:00.000000,16271
540976,22091,12,2011-01-12 15:00:00.000000,12652
538346,85150,6,2010-12-10 14:53:00.000000,17865
539590,21755,3,2010-12-20 13:21:00.000000,14733
537447,22568,8,2010-12-07 09:21:00.000000,13963
541595,84378,1,2011-01-19 16:08:00.000000,14606
539293,85152,12,2010-12-16 16:42:00.000000,18223
541149,22451,48,2011-01-14 11:36:00.000000,12393
539466,21881,24,2010-12-19 12:46:00.000000,12668
C540158,22968,-2,2011-01-05 11:42:00.000000,12471
536975,21484,4,2010-12-03 14:04:00.000000,14911
539488,21877,24,2010-12-20 09:37:00.000000,12377
540161,22891,1,2011-01-05 11:52:00.000000,16719
536848,22910,80,2010-12-03 09:39:00.000000,13408
538035,22367,2,2010-12-09 13:03:00.000000,16065
538216,21261,2,2010-12-10 11:51:00.000000,14543
537055,21889,4,2010-12-05 11:45:00.000000,16814
538504,22837,3,2010-12-12 13:01:00.000000,16011
C540417,20725,-100,2011-01-07 10:56:00.000000,13680
537255,22694,6,2010-12-06 11:03:00.000000,14443
540798,15036,12,2011-01-11 12:11:00.000000,17365
536401,22851,1,2010-12-01 11:21:00.000000,15862
539840,16045,100,2010-12-22 14:28:00.000000,12383
537334,84030E,1,2010-12-06 12:06:00.000000,16719
541225,47590B,1,2011-01-14 14:47:00.000000,14099
540502,21272,12,2011-01-09 10:50:00.000000,13183
540181,84945,192,2011-01-05 13:09:00.000000,13199
539610,20754,3,2010-12-20 14:33:00.000000,14606
538866,22498,1,2010-12-14 14:40:00.000000,17841
540473,22291,3,2011-01-07 14:31:00.000000,17284
539607,21976,24,2010-12-20 14:10:00.000000,12681
537624,21327,1,2010-12-07 14:41:00.000000,12748
540692,22759,12,2011-01-11 09:12:00.000000,14320
539217,21033,10,2010-12-16 12:46:00.000000,15394
537138,22572,8,2010-12-05 12:44:00.000000,17211
537405,21935,3,2010-12-06 14:51:00.000000,17841
540183,21508,12,2011-01-05 13:37:00.000000,15093
538862,22728,3,2010-12-14 14:11:00.000000,16710
536370,22661,20,2010-12-01 08:45:00.000000,12583
538007,22960,6,2010-12-09 12:16:00.000000,14355
539957,21211,12,2010-12-23 12:58:00.000000,12585
C538085,82486,-1,2010-12-09 14:43:00.000000,16350
539658,84032A,6,2010-12-21 09:34:00.000000,17213
541655,82483,2,2011-01-20 12:04:00.000000,14779
540979,22470,10,2011-01-12 15:06:00.000000,15727
540992,21058,1,2011-01-12 16:57:00.000000,17364
538207,21175,2,2010-12-10 11:33:00.000000,12748
538117,22142,12,2010-12-09 15:33:00.000000,13327
539019,21430,2,2010-12-15 14:12:00.000000,17551
538187,22086,12,2010-12-10 10:27:00.000000,16499
537818,22759,12,2010-12-08 13:53:00.000000,12766
538815,84879,8,2010-12-14 12:30:00.000000,18219
537900,22521,1,2010-12-09 10:45:00.000000,15983
540984,21231,4,2011-01-12 15:44:00.000000,14167
538003,82582,24,2010-12-09 12:05:00.000000,12429
537683,20728,10,2010-12-08 10:14:00.000000,12921
540798,22271,2,2011-01-11 12:11:00.000000,17365
538437,21733,2,2010-12-12 12:18:00.000000,16010
536409,72802C,1,2010-12-01 11:45:00.000000,17908
536529,22164,6,2010-12-01 13:20:00.000000,14237
541567,21578,6,2011-01-19 11:51:00.000000,12681
538999,22770,2,2010-12-15 12:09:00.000000,16003
539471,22132,1,2010-12-19 14:16:00.000000,17358
537374,84945,24,2010-12-06 12:55:00.000000,17259
541648,21786,2,2011-01-20 11:15:00.000000,17811
538248,22902,2,2010-12-10 12:14:00.000000,18116
540968,21733,6,2011-01-12 13:40:00.000000,17338
C537746,21558,-1,2010-12-08 11:03:00.000000,15021
540981,21314,8,2011-01-12 15:25:00.000000,12868
537851,22645,72,2010-12-08 15:39:00.000000,13758
537077,21354,3,2010-12-05 11:59:00.000000,17062
536425,21556,6,2010-12-01 12:08:00.000000,13758
537370,21791,1,2010-12-06 12:44:00.000000,13155
538992,22835,2,2010-12-15 11:56:00.000000,15950
537892,22620,12,2010-12-09 10:13:00.000000,12481
538641,22607,4,2010-12-13 14:36:00.000000,15640
540907,22858,6,2011-01-12 11:52:00.000000,13488
540458,22707,25,2011-01-07 12:28:00.000000,12501
540647,37448,6,2011-01-10 14:57:00.000000,17406
537754,37446,2,2010-12-08 11:16:00.000000,16081
540122,22403,120,2011-01-05 10:39:00.000000,13694
539497,22729,4,2010-12-20 10:41:00.000000,12944
541485,20658,1,2011-01-18 13:05:00.000000,18118
540953,84536A,2,2011-01-12 13:16:00.000000,14587
539324,21584,1,2010-12-16 19:51:00.000000,14985
540268,22222,12,2011-01-06 11:25:00.000000,13458
536863,22383,1,2010-12-03 11:19:00.000000,17967
537391,82578,3,2010-12-06 13:53:00.000000,16550
541631,22174,12,2011-01-20 10:47:00.000000,12637
537389,21156,2,2010-12-06 13:41:00.000000,17757
537898,22659,2,2010-12-09 10:42:00.000000,17377
540516,90198A,4,2011-01-09 12:01:00.000000,16326
539488,22108,4,2010-12-20 09:37:00.000000,12377
541259,48184,1,2011-01-16 15:38:00.000000,14404
541138,21429,8,2011-01-14 10:42:00.000000,12553
537225,21877,6,2010-12-05 16:41:00.000000,12748
540798,21027,2,2011-01-11 12:11:00.000000,17365
540839,21533,2,2011-01-11 15:42:00.000000,16791
539421,21672,24,2010-12-17 14:21:00.000000,14016
536520,22553,1,2010-12-01 12:43:00.000000,14729
541241,85123A,2,2011-01-16 11:08:00.000000,13782
539982,22746,1,2010-12-23 14:40:00.000000,15311
540407,20803,36,2011-01-07 09:55:00.000000,16839
538597,22623,2,2010-12-13 12:26:00.000000,15555
540288,21793,1,2011-01-06 12:45:00.000000,17634
539030,22801,4,2010-12-15 14:25:00.000000,13089
537850,22562,12,2010-12-08 15:38:00.000000,16722
540541,22341,12,2011-01-09 15:13:00.000000,15799
537208,22441,1,2010-12-05 15:12:00.000000,15889
537842,22093,1,2010-12-08 15:12:00.000000,13140
540511,82484,2,2011-01-09 11:34:00.000000,14472
537192,22087,1,2010-12-05 13:42:00.000000,16402
539002,21931,2,2010-12-15 12:30:00.000000,14527
539320,21411,6,2010-12-16 19:16:00.000000,14911
538942,84763,2,2010-12-15 11:14:00.000000,17346
538107,22355,10,2010-12-09 15:21:00.000000,12826
540257,22222,1,2011-01-05 17:33:00.000000,12748
540855,70006,30,2011-01-12 10:14:00.000000,16353
537395,84029G,1,2010-12-06 14:05:00.000000,15356
537393,47570B,2,2010-12-06 13:59:00.000000,13089
537400,46115B,6,2010-12-06 14:36:00.000000,17191
540469,22197,12,2011-01-07 14:04:00.000000,12484
537042,21260,1,2010-12-05 10:45:00.000000,13838
540993,47580,6,2011-01-13 09:23:00.000000,13284
540493,85066,2,2011-01-07 16:34:00.000000,14867
538163,84029E,2,2010-12-09 17:27:00.000000,17841
538851,20975,24,2010-12-14 13:32:00.000000,16556
540907,84970S,12,2011-01-12 11:52:00.000000,13488
538449,20963,6,2010-12-12 12:24:00.000000,17085
540021,21928,1,2011-01-04 12:51:00.000000,17841
540953,84997D,1,2011-01-12 13:16:00.000000,14587
540545,21181,4,2011-01-09 15:35:00.000000,13451
536464,85095,1,2010-12-01 12:23:00.000000,17968
C541512,85036B,-6,2011-01-18 16:52:00.000000,17576
537607,21479,6,2010-12-07 13:18:00.000000,15965
537405,21669,17,2010-12-06 14:51:00.000000,17841
540809,21901,24,2011-01-11 12:37:00.000000,18095
537844,22558,2,2010-12-08 15:17:00.000000,17999
541658,84580,2,2011-01-20 12:16:00.000000,15529
540798,21206,1,2011-01-11 12:11:00.000000,17365
539414,22301,2,2010-12-17 13:45:00.000000,16931
537624,22951,1,2010-12-07 14:41:00.000000,12748
537042,15056BL,1,2010-12-05 10:45:00.000000,13838
539326,15060B,4,2010-12-17 09:22:00.000000,14560
537653,22624,2,2010-12-07 15:54:00.000000,17897
539728,22445,6,2010-12-21 14:26:00.000000,16270
541126,84509G,12,2011-01-14 10:10:00.000000,15626
539637,22869,1,2010-12-20 15:22:00.000000,14083
540373,22627,1,2011-01-06 17:10:00.000000,13280
537224,84375,2,2010-12-05 16:24:00.000000,13174
537265,22844,1,2010-12-06 11:26:00.000000,15919
540412,22720,3,2011-01-07 10:27:00.000000,13842
537042,21755,1,2010-12-05 10:45:00.000000,13838
541214,21114,10,2011-01-14 13:41:00.000000,15570
538507,85114A,1,2010-12-12 13:26:00.000000,15547
537158,22834,7,2010-12-05 13:10:00.000000,16393
538525,22620,12,2010-12-13 09:39:00.000000,12540
537212,21239,8,2010-12-05 15:21:00.000000,12720
538183,84969,6,2010-12-10 10:21:00.000000,16265
541596,20972,4,2011-01-19 16:18:00.000000,17602
537042,20679,1,2010-12-05 10:45:00.000000,13838
541530,22781,2,2011-01-19 10:56:00.000000,14769
541205,21429,1,2011-01-14 12:23:00.000000,18106
539249,22112,3,2010-12-16 13:43:00.000000,14709
539015,21623,6,2010-12-15 13:38:00.000000,15822
537346,21366,3,2010-12-06 12:21:00.000000,15301
541202,22386,20,2011-01-14 12:09:00.000000,17581
538255,22625,2,2010-12-10 12:33:00.000000,14911
538652,22578,6,2010-12-13 15:12:00.000000,17890
537628,22299,24,2010-12-07 15:02:00.000000,16293
538367,22748,10,2010-12-12 10:48:00.000000,14800
537755,85123A,32,2010-12-08 11:31:00.000000,16525
539422,85099B,10,2010-12-17 14:23:00.000000,13033
541262,22241,2,2011-01-16 15:50:00.000000,18069
536412,22326,1,2010-12-01 11:49:00.000000,17920
538992,22141,4,2010-12-15 11:56:00.000000,15950
539731,22555,96,2010-12-21 15:05:00.000000,14646
541417,22729,2,2011-01-17 16:23:00.000000,16033
538905,22300,6,2010-12-15 10:31:00.000000,13611
540546,11001,16,2011-01-09 15:56:00.000000,12766
540516,90120C,4,2011-01-09 12:01:00.000000,16326
537368,22150,6,2010-12-06 12:40:00.000000,14911
539497,21166,12,2010-12-20 10:41:00.000000,12944
540021,84685,1,2011-01-04 12:51:00.000000,17841
538651,22909,6,2010-12-13 15:07:00.000000,15311
539472,22147,1,2010-12-19 14:23:00.000000,15581
539283,22726,4,2010-12-16 15:47:00.000000,14092
541204,21181,12,2011-01-14 12:22:00.000000,14175
537254,22699,2,2010-12-06 11:01:00.000000,15898
536388,22923,12,2010-12-01 09:59:00.000000,16250
539336,22470,10,2010-12-17 10:34:00.000000,17790
540672,22972,12,2011-01-10 15:51:00.000000,15281
538899,22178,24,2010-12-15 09:49:00.000000,16817
537888,22952,24,2010-12-09 10:04:00.000000,15358
539053,21357,1,2010-12-15 16:32:00.000000,16725
540477,21112,24,2011-01-07 14:49:00.000000,13233
540458,22502,4,2011-01-07 12:28:00.000000,12501
541552,21717,1,2011-01-19 11:15:00.000000,15039
541570,21929,100,2011-01-19 12:34:00.000000,14646
541513,85036B,12,2011-01-18 16:52:00.000000,17576
539038,22568,4,2010-12-15 14:45:00.000000,15641
540260,85014A,6,2011-01-06 09:40:00.000000,13097
541238,15056N,1,2011-01-16 10:42:00.000000,16746
539043,22383,20,2010-12-15 15:45:00.000000,12928
537058,22943,3,2010-12-05 11:51:00.000000,13269
541509,82582,1,2011-01-18 16:31:00.000000,13263
536569,22639,1,2010-12-01 15:35:00.000000,16274
538280,21870,12,2010-12-10 12:50:00.000000,12748
537224,84531A,2,2010-12-05 16:24:00.000000,13174
537604,22519,6,2010-12-07 13:01:00.000000,13488
540550,21547,6,2011-01-10 09:11:00.000000,12539
537231,21108,9,2010-12-06 09:21:00.000000,13652
C539072,22394,-6,2010-12-15 17:05:00.000000,15664
541571,84462,3,2011-01-19 12:38:00.000000,12841
536557,22666,1,2010-12-01 14:41:00.000000,17841
540456,85180A,12,2011-01-07 12:14:00.000000,13534
539250,21774,24,2010-12-16 13:44:00.000000,15157
540247,84459B,3,2011-01-05 15:56:00.000000,15464
541434,21355,24,2011-01-18 10:22:00.000000,14911
541371,22264,8,2011-01-17 14:51:00.000000,13983
540992,22423,2,2011-01-12 16:57:00.000000,17364
539217,22629,12,2010-12-16 12:46:00.000000,15394
539334,21576,1,2010-12-17 10:12:00.000000,12748
538168,22111,2,2010-12-09 19:23:00.000000,14702
539723,85049A,20,2010-12-21 13:49:00.000000,14737
540373,22908,3,2011-01-06 17:10:00.000000,13280
540522,22614,24,2011-01-09 12:50:00.000000,13102
537634,22867,4,2010-12-07 15:15:00.000000,16775
538101,35001W,78,2010-12-09 15:01:00.000000,15380
540647,22890,2,2011-01-10 14:57:00.000000,17406
541268,21755,2,2011-01-17 10:52:00.000000,12872
537393,22694,24,2010-12-06 13:59:00.000000,13089
541615,22707,25,2011-01-20 10:43:00.000000,16395
541220,22960,60,2011-01-14 14:11:00.000000,14156
537396,22941,1,2010-12-06 14:08:00.000000,17223
541216,21080,2,2011-01-14 13:52:00.000000,15311
537138,22739,5,2010-12-05 12:44:00.000000,17211
537135,84997D,2,2010-12-05 12:35:00.000000,17059
537689,22095,12,2010-12-08 10:36:00.000000,15750
538533,21914,1,2010-12-13 10:31:00.000000,14796
539034,22112,1,2010-12-15 14:29:00.000000,16161
538157,85123A,4,2010-12-09 16:57:00.000000,17576
540247,22427,1,2011-01-05 15:56:00.000000,15464
540642,22553,12,2011-01-10 13:22:00.000000,12681
536531,22819,24,2010-12-01 13:23:00.000000,15485
541678,85187,1,2011-01-20 14:13:00.000000,17771
537144,21726,1,2010-12-05 13:00:00.000000,15880
537765,22348,2,2010-12-08 12:08:00.000000,14606
541265,22774,4,2011-01-16 16:23:00.000000,17609
540517,75131,6,2011-01-09 12:02:00.000000,17128
541518,21035,6,2011-01-19 09:05:00.000000,12451
541491,37370,24,2011-01-18 14:04:00.000000,12510
